163	51	35.9	1380.1	1
173	80	59.2	1866	0
165	54	39.3	1401.7	1
157	50	34.3	1316.6	1
156	59	37.7	1364.4	1
168	54	39.8	1434.6	1
173	77	57.9	1913.1	0
174.6	67.4	53	1817.4	0
164	47	36.4	1363.3	1
160	50	36	1341.5	1
169.5	63.7	48.5	1711.9	0
164	50	36.7	1382.2	1
168	54	39.8	1441.9	1
163.5	75.5	52.2	1760.1	0
166	51	38.5	1391.1	1
162	46	34.8	1333.2	1
173	67.7	50.7	1822.2	0
169	67	51.2	1718.5	0
156	51	35.3	1321.6	1
169	60	43.4	1489.7	1
155.3	39.9	30.4	1248.1	1
170	70	46.9	1595.8	1
154.8	51.2	34.5	1312.9	1
166.6	60.3	40.7	1470.7	1
165	49	37.6	1391.5	1
183	77.5	59	2043.9	0
172	68	46.4	1562	1
165.5	74.1	52.4	1759.9	0
184	71	58	1971.7	0
161	53	37	1368.7	1
160	57.2	37.7	1386.8	1
170	61	50.8	1700.8	0
164	47.5	36.7	1345.1	1
163	56	39	1404.6	1
165	58	40.8	1434.6	1
156	48	33.4	1303.1	1
175	55	46.8	1690.4	0
170	67	51.1	1742.2	0
177	60	48.5	1780	0
165	56	40.4	1421.7	1
168	71.5	51.3	1687.7	0
171	56	45.2	1639.7	0
168	55	45.3	1602.9	0
172	60	50.4	1704.8	0
172	63	48.5	1714.5	0
172.5	56.7	47.1	1687.4	0
155	53	34.4	1318.7	1
167.7	56.2	45.1	1600.9	0
176	69	56.8	1853.3	0
155	50	34	1300.2	1
164	49	36.7	1368.7	1
170	60	48.4	1679.4	0
152	45.5	32.1	1255.3	1
172	60	49	1715.7	0
154	47	32.6	1273.7	1
156	49.5	34.8	1312.3	1
165	54.2	37.9	1417.4	1
159	45	34.1	1309.3	1
179.3	74.5	59.1	1935.5	0
162.5	55.7	37.8	1398.5	1
162	62	45.6	1610.9	0
160	52.4	37	1363.6	1
168	67	50.3	1727.6	0

162	52	37.4	1356.5	1
170	65	51.1	1613.4	0
175	74	58	1906.6	0
159	49	35.2	1334	1
172	60	43.6	1516.2	1
184	66	55.6	1915.6	0
170	63	47.7	1700	0
170	67	50.4	1764.3	0
167	68	43.9	1509.9	1
170	60	47.8	1690.3	0
160	47	33.8	1322.9	1
175	67.4	51.5	1811.4	0
161.5	55.4	37.6	1395.3	1
176	93	67	2125.7	0
161	73	43.5	1467.8	1
161	53	37.8	1383	1
165	49	41.8	1506.3	0
158	57	36.7	1383	1
165	50	36.3	1347.8	1
158.6	43.3	33.2	1288.6	1
170	53	44.2	1607.2	0
179.9	63	54.4	1827.9	0
154.3	40.6	30	1230.8	1
176	80	59.7	1975.8	0
170.5	72.5	54.8	1819	0
176	86	63.2	2032.4	0
168	54	43.1	1613.9	0
155	48	33.9	1281	1
169	79.9	56.9	1880.1	0
171	60	49.9	1648.9	0
174.5	69.8	54.3	1819.6	0
166	50.4	38	1394.5	1
175	65	52.5	1807.9	0
172	63	49.9	1747.5	0
169	63	42.5	1524.5	1
162	50.5	37.5	1361.3	1
162	52.3	36.6	1379.8	1
164	57.7	40	1424.1	1
171.7	56.6	42.7	1491.1	1
160	52.4	35.3	1370.8	1
165	55	45.5	1597.7	0
159	55	38.2	1371.6	1
174	57	48	1677	0
160.7	49.5	36	1351.3	1
154.1	43.2	32.1	1272.1	1
159.3	51.3	36.2	1350.9	1
156	50	34.1	1315.4	1
178	84	61.4	2025.3	0
177.5	68	53.1	1862.2	0
161.8	60.8	40.2	1396.1	1
159	66	41.3	1398.2	1
160	54.1	36.5	1367.2	1
159	55	37.3	1357.3	1
165	53	38.7	1380.9	1
172	63	52.2	1638.9	0
169	60	47.4	1656.1	0
178	67	52.5	1846.5	0
172	88	64.2	1964.8	0
162.7	58.7	44.8	1565	0
167	60	45.7	1641.8	0
178	60	50.8	1781.9	0
181.7	67	54	1895.8	0
171	80	58.2	1896.5	0
180	71	56.7	1929	0
169	60	48.3	1656.1	0
169	59	49	1635.1	0
156	48	34.2	1289.2	1
161	53	39.7	1368.7	1
161	46	35.5	1276.2	1
160	45	33.9	1303.5	1
159	43	32.3	1269.3	1
178	69	54	1857.1	0
177	56	46.3	1671.9	0
167	56	44.8	1600.8	0
173	70	52.9	1802.2	0
180	67.5	54.5	1844.5	0
168	49	41.7	1532	0
173.5	60	48.9	1734.8	0
175	68	54	1806.7	0
173	68	51.4	1802.9	0
167	76	53.3	1711.4	0
180.5	67	55.3	1845.6	0
165	62	46.9	1626.9	0
158	53	36.8	1322.4	1
156	51	34.7	1293.7	1
172	51	39.3	1442.4	1
162	55	38.8	1389.8	1
161	61	45	1526	0
173	78	56.5	1855.4	0
169.8	76.6	55.3	1831.8	0
179	71	57.1	1904	0
168	68	50.9	1716.3	0
174.8	70.4	51.9	1852.8	0
158	48	38.3	1404.4	0
173	70	55.9	1824.6	0
170	57.4	46.1	1641.7	0
176	70	55.5	1864.3	0
171	55	44.9	1618.8	0
165	63	46.5	1637.1	0
174	56	47.5	1613.1	0
176.5	57.7	49.1	1716	0
165.4	53.4	38.7	1408.5	1
156	50	33.9	1301.4	1
157	42	31.2	1254	1
157.5	50.6	35.3	1310.5	1
167	56	39.2	1431.6	1
169.5	55.6	40.1	1450.6	1
171.1	91	63.7	2033.7	0
171	62	46.8	1724	0
152	42	30	1220.8	1
166.5	63.7	42.7	1484.7	1
174	63.3	51.5	1754.3	0
165	51.6	42.8	1511.5	0
172	72	53.9	1833.3	0
173	64	51	1716	0
161	57.4	44.1	1521.1	0
180	70	56.9	1917.8	0
176	70.6	55.4	1859.5	0
168.8	79	56.4	1844.8	0
154.5	51.5	33.8	1298.4	1
165.1	57	40.1	1414.4	1
157.7	47.7	34.7	1308.2	1
168	60	47	1622.3	0
182	70	56.5	1944.9	0
173	62.5	50.4	1733	0
172.9	63.1	51.3	1727.1	0
180	63	52.7	1840.6	0
180	76	60.3	1985.3	0
173	68	52.1	1747.4	0
171.5	64.6	52.2	1725	0
165	61	46.6	1606	0
165	83	56.6	1793.4	0
158.8	46.9	34.3	1312.3	1
156	49.8	33.9	1293.3	1
164.7	57	39.6	1418.3	1
158	52	36.1	1337.3	1
163	44	34.4	1336.1	1
172	56	41.7	1474.9	1
153.8	44.1	31.4	1254.6	1
170.2	67	45.1	1539.2	1
163.9	45.5	35.1	1345.9	1
172.8	84	62.5	1896.1	0
163	62	46.1	1498.3	0
172.5	70	52.5	1806.8	0
173	46	40.5	1552.1	0
177	63.5	52.7	1795.4	0
171	56	42.1	1473.6	1
170	75	55.4	1817	0
174	65	50.4	1772.5	0
178	75	58.7	1935.1	0
171	64	49.4	1723.3	0
175	77	57.3	1893.9	0
164.4	54.8	43.3	1567.3	0
167.2	66	50.4	1685.1	0
163.5	63.8	47.1	1626.7	0
164	53	42	1544.4	0
171	61.5	43.6	1502.3	1
175	110	63.1	1878.6	1
168	57	40.5	1461.4	1
170	62.8	48.8	1633.3	0
168	57.1	41.2	1454.7	1
160	50	35.4	1334.4	1
165	73	54	1752.8	0
166.6	54	43.8	1565.2	0
172	59	47.8	1651.1	0
165	74	54.5	1763.5	0
